"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","bundesland","land","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"BLDAM / M. Ismail-Weber 2018","Q897952","18312","135","Fürstenwerder - 88","Fürstenwerder","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","483","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.62","53.39","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","18431","474","Wollschow - 35","Wollschow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","484","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.24","53.39","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","20933","402","Schwedt - 4","Schwedt","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","485","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.28","53.08","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","22277","223","Knehden - 8","Knehden","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","486","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.53","53.14","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","22298","242","Kreuzkrug - 12","Kreuzkrug","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","487","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.6","53.15","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","22403","324","Petersdorf - 9","Petersdorf","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","488","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.62","53.07","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","22702","432","Templin - 89","Templin","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","489","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.54","53.09","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","20935","403","Schwedt - 6","Schwedt","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","490","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.28","53.05","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","22318","271","Lychen - 10","Lychen","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","491","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.3","53.22","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","305","100","Dobberzin - 9","Dobberzin","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","492","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.05","53.02","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","163","31","Berkholz zu Berkholz-Meyenburg - 13","Berkholz zu Berkholz-Meyenburg","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","493","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.22","53.05","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","41777","501","Zichow - 1","Zichow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","494","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.04","53.19","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","37659","185","Herzfelde - 32","Herzfelde","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","495","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.63","53.19","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","37902","91","Carmzow - 77","Carmzow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","496","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.09","53.38","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16214","24","Bandelow - 18","Bandelow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","497","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.88","53.41","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","17034","169","Grünberg - 7","Grünberg","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","498","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.12","53.36","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","17652","349","Prenzlau - 101","Prenzlau","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","499","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.82","53.3","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","53490","162","Groß Dölln - 5","Groß Dölln","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","500","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.53","52.99","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","57537","94","Crussow - 7","Crussow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","501","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.08","53","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","18490","503","Zollchow - 20","Zollchow","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","502","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.84","53.25","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","58713","170","Grünow bei Prenzlau - 56","Grünow bei Prenzlau","Uckermark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","503","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.93","53.31","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM 2024","Q897952","","212","Kienberg 1","Kienberg","Havelland","Brandenburg","Deutschland","FBG","Ausgrabung","Q959782","","","Siedlung","Q486972","0","504","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.9","52.66","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"BLDAM 2024","Q897952","","475","Woltersdorf 3","Woltersdorf","Potsdam-Mittelmark","Brandenburg","Deutschland","FBG","Lesefunde","Q1144458","","","unbek.","Q59496158","0","505","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.38","52.39","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"BLDAM 2024","Q897952","","415","Speichrow 10","Speichrow","Dahme-Spreewald","Brandenburg","Deutschland","FBG","Lesefunde","Q1144458","","","unbek.","Q59496158","0","506","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","14.19","52.04","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"BLDAM 2024","Q897952","","255","Leibsch 10","Leibsch","Dahme-Spreewald","Brandenburg","Deutschland","FBG","Lesefunde","Q1144458","","","unbek.","Q59496158","0","507","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.86","52.09","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"BLDAM 2024","Q897952","","128","Friesack 13","Friesack","Havelland","Brandenburg","Deutschland","FBG","Ausgrabung","Q959782","","","Siedlung","Q486972","0","508","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.6","52.75","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
"BLDAM 2024","Q897952","","130","Friesack 59","Friesack","Havelland","Brandenburg","Deutschland","FBG","Ausgrabung","Q959782","","","Siedlung","Q486972","0","510","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.52","52.75","-4550","+/- 100 years","-3900","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","","",""
